Super_Built_up_Area,Area,Carpet_Area,Floor_Number,Parking,Furnishing,Location,Bathrooms,Bedrooms,Balconies,Price
701,648,435,5,1,1,Andheri East,2,1,0,112
,,409,5,1,2,Andheri East,1,1,0,92
1200,1100,780,2,1,1,Andheri East,2,2,0,195
1200,,,9,1,1,Andheri East,2,3,2,305
,350,,,,,Andheri East,2,1,0,27
,1500,,1,1,,Andheri East,3,3,0,235
,600,500,2,,1,Andheri East,1,1,3,110
,,335,12,1,2,Andheri East,1,1,1,85
1280,,,4,1,,Andheri East,3,3,0,250
950,,750,5,1,,Andheri East,2,2,0,275
1700,1560,1000,4,1,0,Andheri East,3,3,3,210
,360,,3,1,1,Andheri East,1,1,0,73
650,550,450,9,1,,Andheri East,2,1,2,130
350,,225,1,,2,Andheri East,1,1,0,35
550,,,6,1,,Andheri East,1,1,1,95
1250,,1000,6,1,2,Andheri East,2,3,0,200
1800,1500,1200,4,1,,Andheri East,3,3,0,450
,825,,5,1,1,Andheri East,2,2,3,165
1000,850,715,3,1,1,Andheri East,2,2,2,185
,850,,4,,2,Andheri East,2,2,2,160
,1420,,2,,0,Andheri East,3,3,1,310
,1785,1191.5,10,2,1,Andheri East,3,3,3,360
565,452,,4,1,1,Andheri East,1,1,2,110
,,500,7,,,Andheri East,1,1,0,125
741,740,,3,1,2,Andheri East,2,2,0,140
,,850,3,2,,Andheri East,2,2,1,105
1013,,614,4,1,,Andheri East,2,2,0,170
550,,,4,1,1,Andheri East,2,1,1,150
,,225,6,,,Andheri East,1,1,0,37
,600,490,4,1,,Andheri East,2,1,0,130
520,,,11,1,2,Andheri East,2,1,0,115
930,,,7,1,0,Andheri East,2,2,0,170
900,800,780,,1,0,Andheri East,2,2,0,260
1500,1300,1000,1,1,,Andheri East,3,3,1,350
605,,,1,1,,Andheri East,1,1,0,110
600,500,,4,,,Andheri East,1,1,1,120
1700,1500,1040,10,1,,Andheri East,2,2,2,350
,1300,,6,,,Andheri East,3,3,0,250
,650,,,,,Andheri East,1,1,1,150
,1170,,11,1,0,Andheri East,3,3,0,225
,,650,12,1,1,Andheri East,2,2,2,152
,,414,16,1,1,Andheri East,1,1,1,97.5
,750,565,3,2,,Andheri East,2,1,1,185
718,,,4,1,1,Andheri East,2,2,1,180
1200,1000,990,6,1,0,Andheri East,2,2,3,170
,600,,3,,,Andheri East,1,1,1,130
1378,1050,833,13,1,0,Andheri East,3,3,3,251
872,,,2,,0,Andheri East,2,2,0,160
600,550,500,1,1,2,Andheri East,2,1,0,95
675,,,,1,,Andheri East,1,1,0,116
,580,465,6,20,1,Andheri East,1,1,0,105
,,680,4,1,,Andheri East,2,2,0,200
,2550,,1,,,Andheri East,3,3,0,385
1200,,830,20,1,1,Andheri East,2,2,1,190
,850,,10,,2,Andheri East,2,2,0,155
915,,,1,,0,Andheri East,2,2,0,155
2900,2650,2000,1,1,,Andheri East,3,3,3,385
,1120,,5,1,2,Andheri East,2,2,0,170
1296,,,4,2,2,Andheri East,2,3,0,250
1090,890,735,7,2,0,Andheri East,2,2,1,175
1800,,1150,1,1,1,Andheri East,3,3,3,325
,550,450,1,,0,Andheri East,2,1,1,99
1350,,825,14,1,,Andheri East,2,2,1,210
1100,905,650,3,1,,Andheri East,2,2,0,190
600,,,5,,0,Andheri East,2,1,1,120
610,580,480,3,1,2,Andheri East,1,1,0,85
,1190,700,7,1,,Andheri East,2,2,3,109
1263,,,7,1,1,Andheri East,2,2,1,214
,970,,7,,0,Andheri East,2,2,,200
1610,1510,1250,2,1,1,Andheri East,3,,3,235
,,300,5,1,,Andheri East,2,1,1,42
,550,,1,1,,Andheri East,0,1,1,140
635,,,5,1,1,Andheri East,0,2,1,110
1749,,,9,,2,Andheri East,2,3,3,265
1495,,1094,6,2,0,Andheri East,1,3,3,330
,1250,950,1,4,0,Andheri East,1,3,3,235
1150,,750,5,1,2,Andheri East,1,2,2,275
1150,,750,7,1,2,Andheri East,1,2,2,275
,950,,5,,,Andheri East,0,2,2,175
,800,,4,1,,Andheri East,2,2,2,185
500,,,7,,,Andheri East,2,1,1,105
520,,425,5,1,,Andheri East,0,1,1,120
,500,450,,1,0,Andheri East,0,1,1,91
1064,,800,7,2,0,Andheri East,0,2,2,200
,999,,13,,,Andheri East,0,2,2,187
,1125,786,6,1,,Andheri East,3,2,2,230
,,505,4,,,Andheri East,0,2,1,135
1200,,750,11,1,0,Andheri East,0,2,2,175
,590,450,6,1,0,Andheri East,0,2,1,115
,965,800,3,3,,Andheri East,0,3,2,160
1590,1135,945,7,,,Andheri East,3,3,3,280
1400,,,5,1,2,Andheri East,0,3,3,202
,667,465,5,1,,Andheri East,2,2,1,108
,1142,,1,1,2,Andheri East,2,2,2,375
,,635.56,21,2,,Andheri East,0,2,2,250
1045,704,615,7,1,0,Andheri East,1,2,2,170
,665,500,2,1,0,Andheri East,3,2,1,110
,668,,1,1,,Andheri East,0,2,1,102
568,,,4,,,Andheri East,0,1,1,120
,1500,,10,,,Andheri East,0,3,3,425
1000,,,13,,,Andheri East,1,2,2,195
,675,480,,1,,Andheri East,0,1,2,118
800,,486,12,1,1,Andheri East,1,1,1,111
,900,750,1,,,Andheri East,0,2,2,55
,,835,1,1,,Andheri East,1,2,2,220
650,,400,10,,,Andheri East,0,2,1,91
1080,960,600,4,1,,Andheri East,2,2,2,160
,1035,646,10,1,,Andheri East,0,2,2,245
,700,,4,1,0,Andheri East,3,2,1,140
,,450,2,1,,Andheri East,0,1,1,110
1100,,800,4,1,,Andheri East,0,2,2,135
,,1380,3,1,,Andheri East,0,3,3,460
,375,300,3,,2,Andheri East,0,1,1,73
,,500,6,,,Andheri East,0,2,1,120
,,530,2,3,,Andheri East,1,1,1,135
960,,,7,2,0,Andheri East,1,2,2,320
,,270,5,1,,Andheri East,0,1,1,40
400,,,1,1,,Andheri East,1,1,1,100
1044,,620,4,1,1,Andheri East,2,2,2,145
750,,520,1,20,1,Andheri East,2,2,1,155
,750,,3,1,,Andheri East,1,1,1,150
667,,,5,1,,Andheri East,0,2,1,108
,1800,1154,7,2,0,Andheri East,0,3,3,450
600,500,400,3,,0,Andheri East,0,1,1,77
,565,,3,1,,Andheri East,0,1,1,120
,850,565,4,1,2,Andheri East,0,2,2,173
,,380,,1,1,Andheri East,0,1,1,80
,350,,7,,2,Andheri East,0,1,1,58
,720,560,2,10,,Andheri East,2,3,2,55.5
,1100,660,6,,2,Andheri East,1,2,2,170
,890,630,7,1,0,Andheri East,2,2,2,160
1500,,,4,2,0,Andheri East,3,2,3,205
1500,,1200,2,,0,Andheri East,1,3,3,195
960,,,1,,,Andheri East,0,2,2,185
1200,890,665,2,1,0,Andheri East,2,2,2,200
,875,650,6,1,,Andheri East,0,2,2,140
980,,750,4,1,0,Andheri East,0,2,2,185
,1043,,1,,,Andheri East,0,3,3,269
600,500,,6,,0,Andheri East,0,2,1,200
900,850,630,5,1,1,Andheri East,3,2,2,120
350,,250,,1,2,Andheri East,0,1,1,75
1000,854,601,5,1,0,Andheri East,0,2,2,180
925,,,2,1,,Andheri East,1,2,2,225
620,560,390,1,,0,Andheri East,0,2,1,100
,730,,3,1,1,Andheri East,3,2,2,138
650,640,389,3,1,1,Andheri East,1,2,1,125
,,510,4,1,0,Andheri East,2,2,1,135
,2,,0,,,Andheri East,0,1,1,38
,670,,2,1,,Andheri East,2,1,2,115
850,800,530,2,,2,Andheri East,0,2,2,115
,1450,,10,1,0,Andheri East,0,3,3,190
,820,654,3,,0,Andheri East,1,2,2,170
1050,,,1,1,0,Andheri East,1,2,2,149
1292,,,7,1,,Andheri East,0,2,2,190
,240,230,1,,,Andheri East,0,1,2,21
625,550,425,,,0,Andheri East,0,2,1,85
955,875,675,6,1,,Andheri East,1,2,2,163
900,,800,7,,,Andheri East,2,2,1,225
1098,998,665,7,1,2,Andheri East,1,2,2,142
800,775,661,3,2,1,Andheri East,0,2,2,140
,1815,,7,2,,Andheri East,3,3,3,320
1178,,,3,,,Andheri East,2,2,2,165
,870,700,2,,0,Andheri East,0,2,2,165
1026,,642,7,1,1,Andheri East,1,2,2,166
900,765,455,5,1,,Andheri East,0,2,1,115
,500,,1,1,1,Andheri East,0,1,1,75
,1020,,5,1,2,Andheri East,3,2,3,146
,850,750,7,,2,Andheri East,0,2,2,150
1044,1035,680,3,1,2,Andheri East,2,2,2,132
900,,623,4,1,2,Andheri East,1,2,2,156
780,,,,2,,Andheri East,0,2,2,145
1200,,,1,,,Andheri East,0,1,2,200
550,500,400,5,,,Andheri East,,1,1,86
980,900,,2,1,2,Andheri East,2,2,0,136
1100,950,620,4,1,,Andheri East,2,2,1,135
,987,620,5,1,2,Andheri East,2,2,0,145
550,,420,3,1,,Andheri East,1,1,0,82
700,,419,8,1,2,Andheri East,2,1,0,98
532,,,3,1,,Andheri East,1,1,0,86
842,800,511,6,1,1,Andheri East,2,2,0,110
900,,,5,1,0,Andheri East,2,2,0,155
,,630,5,1,,Andheri East,2,2,0,142
,860,,,1,,Andheri East,2,2,0,149
575,,,2,1,2,Andheri East,1,1,0,83
1026,,654,8,1,1,Andheri East,2,2,1,163
725,,450,7,1,,Andheri East,2,1,3,110
,1130,,10,1,,Andheri East,3,3,1,189
1098,998,666,8,1,2,Andheri East,2,2,1,139
,464,378,5,2,0,Andheri East,1,1,0,92
850,750,500,9,1,2,Andheri East,2,2,1,120
,550,,1,1,0,Andheri East,2,1,0,78
851,,521,1,1,2,Andheri East,2,2,0,120
1035,,,6,1,2,Andheri East,2,2,1,170
,700,650,1,12,,Andheri East,1,2,0,170
,700,,1,,2,Andheri East,1,1,1,50
532,,400,5,1,1,Andheri East,1,1,0,85
532,,400,6,1,,Andheri East,1,1,0,88
902,,650,1,1,,Andheri East,2,2,0,155
685,,424,9,1,2,Andheri East,2,1,2,102
,,360,2,,1,Andheri East,1,1,0,82
,952,,1,,2,Andheri East,1,1,0,117
715,600,515,1,1,,Andheri East,2,2,0,151
1026,750,580,5,1,1,Andheri East,2,2,1,140
,,670,7,1,0,Andheri East,2,2,2,170
550,475,,3,1,,Andheri East,1,1,0,95
850,750,653,8,1,,Andheri East,2,2,1,160
900,890,633,6,1,2,Andheri East,2,2,2,150
,650,450,2,1,,Andheri East,1,1,,88
,,610,5,1,0,Andheri East,2,2,2,250
1100,990,950,6,1,0,Andheri East,2,3,2,170
685,660,430,3,1,0,Andheri East,1,0,2,109
550,500,410,2,1,,Andheri East,1,1,2,85
1330,,800,14,1,2,Andheri East,2,1,2,215
665,,,9,1,1,Andheri East,1,1,2,130
722,705,514,7,1,1,Andheri East,1,1,2,117
1745,1744,1058,5,2,,Andheri East,3,2,3,227
900,860,630,5,1,,Andheri East,2,0,2,135
,900,635,5,1,1,Andheri East,2,2,2,142
,330,300,,1,0,Andheri East,1,0,1,100
1662,1550,1100,17,2,0,Andheri East,3,1,2,288
980,900,,2,1,2,Andheri East,2,0,2,136
600,550,500,1,1,,Andheri East,1,0,2,95
701,685,430,6,2,2,Andheri East,1,0,1,110
660,625,432,4,1,0,Andheri East,1,1,1,101
710,700,,5,,2,Andheri East,1,0,2,107
685,655,435,8,1,1,Andheri East,1,1,2,106
900,,670,5,1,1,Andheri East,2,1,2,138
,1213,,4,1,,Andheri East,2,0,2,183
720,,426,4,,,Andheri East,1,0,2,105
685,625,384,5,1,2,Andheri East,1,0,2,105
,340,240,6,1,2,Andheri East,1,0,1,35.16
550,450,,4,1,2,Andheri East,1,0,1,70
750,645,525,3,1,,Andheri East,1,0,1,100
,1080,,1,2,2,Andheri East,3,3,2,190
1350,1300,985,10,1,0,Andheri East,3,3,3,250
1150,1050,680,3,1,,Andheri East,2,1,2,138
875,874,582,6,1,,Andheri East,2,0,2,150
650,575,410,3,1,,Andheri East,1,1,2,89
,,765,2,1,,Andheri East,2,0,2,261
1000,,,5,1,,Andheri East,2,0,2,135
,,770,3,,,Andheri East,2,0,2,170
,,1000,2,2,,Andheri East,3,2,2,240
,,610,5,1,0,Andheri East,2,2,2,250
550,,,,1,2,Andheri East,1,0,2,90
750,700,550,,1,,Andheri East,2,0,1,112
680,660,470,7,1,,Andheri East,1,1,2,115
475,,400,3,1,,Andheri East,1,0,1,90
1125,1025,890,3,2,2,Andheri East,2,0,2,180
1050,,900,2,1,2,Andheri East,2,1,2,155
650,,,2,1,2,Andheri East,1,0,1,87.5
686,685,,7,1,2,Andheri East,1,0,2,105
1150,,830,7,1,1,Andheri East,3,2,2,200
1200,,,9,1,2,Andheri East,3,2,2,280
1203,1115,694,7,1,1,Andheri East,2,0,2,139
,670,,2,1,,Andheri East,2,2,1,115
1042,1000,650,5,1,1,Andheri East,2,0,2,141
1200,1100,800,10,1,2,Andheri East,2,0,2,250
,,670,7,1,0,Andheri East,2,2,2,170
1080,980,660,9,1,1,Andheri East,2,1,2,143
685,,424,3,1,1,Andheri East,1,0,2,120
1040,1030,680,10,1,,Andheri East,2,3,2,142
660,,441,1,1,2,Andheri East,1,0,2,108
1050,1014,701,6,1,0,Andheri East,2,1,2,148
716,,435,8,1,1,Andheri East,1,0,2,120
1050,1014,710,5,1,1,Andheri East,2,1,2,152
720,701,430,5,1,1,Andheri East,1,1,2,112
778,777,430,4,2,2,Andheri East,1,1,2,95
,1250,,1,1,0,Andheri East,2,1,2,200
1700,1400,1100,4,2,1,Andheri East,3,1,3,450
900,,632,4,1,1,Andheri East,2,1,2,137
825,750,505,19,1,2,Andheri East,1,0,2,105
735,721,515,7,1,0,Andheri East,1,1,2,115
1375,,860,7,1,2,Andheri East,2,0,2,175
553,490,300,2,,2,Andheri East,1,0,2,91
710,,,7,1,0,Andheri East,1,0,2,112
2800,,,15,1,2,Andheri East,4,0,6,520
2400,2300,1600,17,1,1,Andheri East,4,2,3,420
,1050,701,1,1,0,Andheri East,2,1,2,149
710,700,431,5,1,1,Andheri East,1,0,2,111
1552,,970,10,1,2,Andheri East,3,3,3,300
1220,,835,8,1,1,Andheri East,2,1,2,190
1000,927,630,5,1,,Andheri East,2,0,2,162
498,495,326,2,1,2,Andheri East,1,0,2,95
720,650,,2,1,1,Andheri East,1,0,2,100
580,,,2,1,2,Andheri East,1,0,1,84.5
,360,,3,,,Andheri East,1,0,1,73
,375,,3,1,2,Andheri East,1,0,1,73
1667,1665,1010,7,1,2,Andheri East,3,0,4,260
915,,,4,1,1,Andheri East,2,0,2,150
1000,,,5,1,2,Andheri East,2,0,2,134
1110,,,5,1,2,Andheri East,2,2,2,170
1000,850,750,4,1,,Andheri East,2,0,2,175
1180,,730,8,1,2,Andheri East,2,0,2,162
1350,,850,9,1,2,Andheri East,2,1,2,171
1000,800,450,3,1,,Andheri East,1,0,1,160
800,,486,8,1,2,Andheri East,1,2,2,100
1011,985,670,12,1,,Andheri East,2,1,2,185
,,745,12,1,,Andheri East,2,0,2,221
,,400,1,,,Andheri East,2,2,2,60
,,700,,2,,Andheri East,2,1,2,180
269,,,3,,,Andheri East,1,0,1,60
2900,2200,2000,20,4,0,Andheri East,4,2,6,450
2779,2020,1684,4,1,2,Andheri East,4,1,4,421
,350,,2,,2,Andheri East,1,0,1,50
1320,1313,818,19,1,,Andheri East,2,1,2,238
,1190,690,7,1,,Andheri East,2,3,2,240
780,650,508,11,1,2,Andheri East,1,2,2,115
,800,600,2,1,0,Andheri East,2,0,2,155
1685,1350,1065,3,1,1,Andheri East,3,1,3,275
1200,900,780,2,1,1,Andheri East,2,0,2,130
1350,860,830,13,1,1,Andheri East,2,2,2,210
1300,1100,800,7,1,0,Andheri East,2,0,2,180
1000,,,6,1,2,Andheri East,2,0,2,135
1280,1250,840,6,1,0,Andheri East,3,2,2,199
,,302,5,1,1,Andheri East,1,0,1,77.99
,1000,,3,,0,Andheri East,3,2,3,149
1450,1400,945,11,1,2,Andheri East,3,3,2,275
700,650,442,10,1,1,Andheri East,1,0,2,108
,,850,3,,,Andheri East,2,0,2,175
,,285,7,,2,Andheri East,1,0,1,64.9
905,,,5,1,2,Andheri East,2,0,2,130
1200,1000,800,2,1,2,Andheri East,3,2,2,240
955,905,805,1,1,,Andheri East,2,3,2,200
1150,,850,2,1,1,Andheri East,2,2,2,175
1263,,855,7,1,2,Andheri East,2,1,2,180
875,660,610,4,1,,Andheri East,2,1,2,150
1011,1000,632,9,2,2,Andheri East,2,0,2,205
,,530,6,,,Andheri East,1,0,2,110
,850,565,4,1,2,Andheri East,2,0,2,173
,,1025,4,2,2,Andheri East,3,0,2,100
900,,,8,1,,Andheri East,2,2,2,150
1100,,,7,1,0,Andheri East,2,1,2,320
1217,1000,850,10,1,1,Andheri East,3,0,2,290
1500,,,5,2,0,Andheri East,2,1,2,325
,,602,3,1,1,Andheri East,2,1,2,105
,650,,1,1,,Andheri East,2,0,1,125
,,900,9,1,2,Andheri East,3,3,3,138
780,624,500,,1,0,Andheri East,2,2,2,130
,,410,7,1,2,Andheri East,1,2,2,110
,2898,2318,1,1,,Andheri East,3,2,3,650
930,850,720,2,2,0,Andheri East,2,2,2,165
661,600,405,7,1,2,Andheri East,1,1,2,79
600,,,4,,2,Andheri East,1,0,2,90
,950,650,3,1,2,Andheri East,2,0,2,170
1200,1000,658,,1,0,Andheri East,2,0,2,210
,,1400,1,,2,Andheri East,3,2,3,350
,595,,5,1,,Andheri East,1,0,2,120
800,650,510,6,1,1,Andheri East,1,0,2,98
,725,,,,,Andheri East,2,0,2,120
666,540,452,15,1,,Andheri East,1,3,2,78
685,654,435,4,1,,Andheri East,1,1,2,111
650,630,610,4,2,2,Andheri East,1,0,2,110
930,,535,4,1,,Andheri East,2,0,2,180
800,650,500,1,1,1,Andheri East,2,1,1,85
550,500,430,6,1,2,Andheri East,1,0,1,84
750,725,475,5,1,,Andheri East,1,0,2,105
701,685,430,6,2,2,Andheri East,1,0,2,115
,,605,2,1,0,Andheri East,2,0,2,200
300,250,185,5,1,2,Andheri East,1,0,1,45
,385,297,5,,0,Andheri East,1,0,1,88
1221,995,850,12,1,0,Andheri East,2,0,2,210
1000,960,740,7,1,2,Andheri East,2,2,2,180
,750,,2,1,,Andheri East,2,0,1,98
,450,,2,,,Andheri East,1,0,1,110
1300,1100,900,5,1,0,Andheri East,3,1,3,300
,,700,7,1,,Andheri East,2,0,2,130
1036,,,9,1,,Andheri East,2,0,2,180
580,565,450,4,,2,Andheri East,1,0,1,95
,,1800,22,1,,Andheri East,4,0,4,550
,,2065,22,1,,Andheri East,4,0,4,830
,150,145,2,,,Andheri East,1,0,2,29
1065,,,9,1,2,Andheri East,2,0,2,161
1200,,816,13,1,2,Andheri East,2,1,2,180
1237,989,750,22,1,2,Andheri East,2,3,2,180
640,600,400,1,1,,Andheri East,1,0,2,95
800,,520,6,,,Andheri East,1,0,2,116
941,,,3,,,Andheri East,2,0,2,155
507,500,317,4,1,2,Andheri East,2,0,2,80
,500,,6,1,0,Andheri East,1,,1,97
800,,,3,1,1,Andheri East,1,2,1,110
1080,980,660,9,1,2,Andheri East,1,2,2,143
1000,850,650,2,,2,Andheri East,0,2,2,125
,250,,1,1,,Andheri East,0,1,1,45
1155,1050,678,6,1,1,Andheri East,0,2,2,141
3200,2400,1600,9,2,,Andheri East,3,5,4,800
,,670,4,1,1,Andheri East,0,2,2,175
1026,850,623,4,1,1,Andheri East,1,2,2,140
1044,1032,658,10,1,2,Andheri East,3,2,2,145
1332,,825,4,1,1,Andheri East,1,2,2,190
1000,,,5,1,,Andheri East,1,2,2,175
,,,1,,2,Andheri East,0,1,1,35
1335,1250,800,11,1,1,Andheri East,3,2,2,222
,,640,12,2,,Andheri East,0,2,2,106
,700,,2,,0,Andheri East,0,3,2,135
,,1012,3,1,,Andheri East,0,3,3,283
1670,,1012,6,2,,Andheri East,0,3,3,330
1125,950,780,9,1,1,Andheri East,3,2,2,218
,1050,700,5,1,0,Andheri East,0,2,2,180
1200,1000,800,10,1,2,Andheri East,0,2,2,250
1000,,626,4,1,1,Andheri East,0,2,2,220
1050,1000,750,1,1,2,Andheri East,3,2,2,161
1884,1800,1145,1,2,2,Andheri East,2,3,3,215
1550,1500,950,1,1,2,Andheri East,1,2,3,200
629,628,381,4,1,2,Andheri East,0,2,1,90.58
1096,,805,7,1,1,Andheri East,0,2,2,180
,,675,1,1,,Andheri East,0,2,2,135
,,750,7,1,2,Andheri East,2,2,2,170
818,,,10,2,,Andheri East,1,2,2,279
,,675,5,1,2,Andheri East,0,2,3,152
,,730.88,1,1,2,Andheri East,1,2,2,195
650,,429,1,1,2,Andheri East,0,2,1,100
1020,,,10,1,2,Andheri East,3,2,2,160
,475,400,3,1,2,Andheri East,,1,1,87
1313,,875,10,1,2,Andheri East,2,2,0,194
1338,,892,5,1,2,Andheri East,2,2,0,198
1704,,1136,10,1,2,Andheri East,3,3,0,252
1190,,,5,1,2,Andheri East,2,2,1,215
1587,1585,992,15,1,2,Andheri East,4,3,3,190
,,350,8,,2,Andheri East,1,1,0,70
1190,1189,743,13,1,2,Andheri East,2,2,3,143
1749,,1166,11,1,2,Andheri East,3,3,0,258
1350,1250,850,7,,1,Andheri East,2,2,2,223
,,650,1,1,,Andheri East,2,2,0,135
,,707,8,1,2,Andheri East,2,2,0,177
,1320,796,1,1,1,Andheri East,2,2,0,223
,,661,7,1,2,Andheri East,2,2,0,165
,,1012,8,1,2,Andheri East,3,3,0,253
1180,,745,9,1,0,Andheri East,2,2,1,165
,,534,5,1,2,Andheri East,2,2,0,120
637,477,398,6,1,2,Andheri East,2,1,0,107
1377,987,,8,1,,Andheri East,2,3,2,287
665,500,416,15,,2,Andheri East,2,1,0,132
675,,423,3,1,2,Andheri East,2,1,0,85
,,760,2,2,,Andheri East,2,2,0,260
,,714,9,1,2,Andheri East,2,2,0,193
805,,464,6,1,2,Andheri East,2,1,0,144
1090,,,5,1,,Andheri East,2,2,0,280
,,626,5,1,2,Andheri East,2,2,0,165
1377,,900,15,2,,Andheri East,2,3,2,350
1377,,900,20,2,,Andheri East,2,3,2,305
1377,,900,15,2,,Andheri East,2,3,2,290
1377,,900,24,2,,Andheri East,2,3,2,347
1377,,900,22,1,,Andheri East,2,3,2,310
1600,1300,1000,7,2,0,Andheri East,3,3,0,430
4610,4000,2945,3,3,1,Andheri East,7,8,1,825
,,750,4,1,2,Andheri East,2,3,3,185
,,799,5,1,2,Andheri East,2,3,0,209
1806,1800,1158,15,2,2,Andheri East,3,3,0,495
,1055,670,7,1,2,Andheri East,2,2,0,198
1320,,800,7,1,1,Andheri East,2,3,0,275
,,700,9,1,2,Andheri East,3,2,3,210
1377,,900,22,2,,Andheri East,2,3,2,335
1190,1180,744,12,1,2,Andheri East,2,2,3,210
925,,685,8,,,Andheri East,2,3,0,178
1001,1000,,4,1,1,Andheri East,2,2,0,140
1485,1480,982,15,2,2,Andheri East,3,3,3,271
1390,1350,825,21,1,2,Andheri East,2,2,3,189
975,,590,7,,2,Andheri East,2,2,0,153
1020,,,10,1,1,Andheri East,2,2,1,170
4000,3850,2557,2,2,1,Andheri East,6,7,1,720
,,613,5,1,2,Andheri East,1,1,0,169
,,1226,6,1,2,Andheri East,3,3,0,337
1203,1200,802,7,1,,Andheri East,2,2,3,150
1000,,,4,1,2,Andheri East,2,2,0,140
1200,1100,927,14,1,2,Andheri East,3,3,0,260
1000,900,852,17,1,,Andheri East,2,2,0,190
1100,,725,4,1,2,Andheri East,2,2,0,180
,550,,7,1,,Andheri East,2,1,0,110
,,,,1,,Andheri East,3,3,0,635
,1130,,11,1,0,Andheri East,2,2,3,250
,,350,7,1,1,Andheri East,1,1,0,60
1135,1050,655,2,1,1,Andheri East,2,2,0,141
909,870,500,9,1,1,Andheri East,2,2,0,141
1000,732,630,3,1,1,Andheri East,1,2,0,190
1780,,1250,6,2,1,Andheri East,3,3,1,315
,1350,,2,1,,Andheri East,2,3,0,300
,,1058,8,1,1,Andheri East,3,3,1,245
700,,500,7,1,2,Andheri East,1,1,0,115
475,,400,4,1,,Andheri East,1,1,0,83
,1300,,7,1,0,Andheri East,2,3,0,275
1285,1200,850,10,1,2,Andheri East,2,2,1,225
,920,650,10,1,2,Andheri East,2,2,0,160
2041,1850,1236,3,1,2,Andheri East,3,3,1,396
,350,,3,1,,Andheri East,1,1,0,70
,500,,,1,2,Andheri East,1,1,1,82
900,,,7,1,,Andheri East,2,2,0,130
,860,640,3,1,,Andheri East,2,2,0,245
865,,,5,1,,Andheri East,2,2,1,89.5
,1000,,1,1,,Andheri East,1,3,0,175
,935,,6,1,,Andheri East,2,2,3,250
832,,,6,,,Andheri East,2,1,0,115
,,225,1,1,,Andheri East,1,1,0,22
,250,,4,1,2,Andheri East,1,1,0,46
875,,,6,1,0,Andheri East,2,2,0,170
1201,1000,803,10,1,2,Andheri East,2,2,0,250
,,,2,,2,Andheri East,2,2,1,77
,,680,4,1,0,Andheri East,2,2,1,150
,400,,,,,Andheri East,1,2,1,90
1150,1100,750,3,2,0,Andheri East,2,2,0,225
,680,,9,1,,Andheri East,1,1,2,125
,250,230,1,,2,Andheri East,1,1,0,23
830,,,1,,,Andheri East,2,2,0,150
,550,,1,1,,Andheri East,1,1,0,86
575,,426,4,,,Andheri East,2,1,0,115
,800,,2,,2,Andheri East,2,2,3,283
950,,,3,1,0,Andheri East,2,2,0,295
,800,,2,1,0,Andheri East,1,2,0,135
,,494,8,1,2,Andheri East,2,2,0,125
,,639,7,1,2,Andheri East,3,3,0,165
1155,,803,1,1,,Andheri East,2,2,1,144
,,512,10,1,,Andheri East,2,2,0,136
823,,528,7,,0,Andheri East,2,2,0,165
,269,,2,,,Andheri East,1,1,0,50.05
,1020,,2,1,0,Andheri East,2,2,1,153
,742,553,,,,Andheri East,2,2,0,162
,,1561,4,,0,Andheri East,5,4,0,350
635,,385,11,1,,Andheri East,2,1,0,95
,,660,5,1,2,Andheri East,2,2,0,145
1050,,609,2,1,1,Andheri East,2,2,0,170
,,1003,9,1,0,Andheri East,3,3,0,265
,,460,2,1,2,Andheri East,1,1,0,120
475,,,4,1,1,Andheri East,1,1,0,85
1000,,750,3,1,0,Andheri East,2,2,0,195
2000,1750,1150,5,1,,Andheri East,3,3,1,265
1244,,853,9,1,0,Andheri East,2,3,0,300
,225,,2,,2,Andheri East,1,1,1,35
1200,1000,803,10,1,2,Andheri East,2,2,0,251
2754,2100,1800,11,3,2,Andheri East,6,4,2,700
,770,,1,,2,Andheri East,1,1,1,180
,900,,1,1,,Andheri East,2,2,0,225
,,690,2,1,0,Andheri East,2,2,0,180
1491,,,6,1,0,Andheri East,3,3,2,230
,,1235,20,2,2,Andheri East,3,3,0,365
,,666,2,1,2,Andheri East,2,2,0,200
,,989,2,1,2,Andheri East,2,2,0,289
1020,,600,5,1,2,Andheri East,2,2,0,169
,600,550,2,,,Andheri East,1,1,0,96
,435,,,,2,Andheri East,1,1,,45.5
1500,,891,4,1,2,Andheri East,3,3,3,199
830,825,800,5,1,,Andheri East,2,2,2,216
750,700,530,2,,2,Andheri East,2,0,2,118
864,725,623,5,1,2,Andheri East,2,1,2,150
1200,1000,801,10,1,2,Andheri East,2,0,2,250
1244,,851,8,1,0,Andheri East,3,0,2,300
,1400,,3,1,,Andheri East,3,2,3,265
,,685,,2,,Andheri East,2,2,2,160
,630,,10,1,0,Andheri East,1,0,1,128
,250,,1,1,,Andheri East,1,1,1,40
1155,,815,1,1,1,Andheri East,2,0,2,240
,560,450,2,1,,Andheri East,2,0,2,120
1250,1150,824,11,1,,Andheri East,2,2,2,265
,410,,,1,2,Andheri East,1,0,1,75
1026,,,6,1,0,Andheri East,2,1,2,165
1350,,838,15,1,2,Andheri East,2,2,2,270
,,670,,1,,Andheri East,2,0,2,175
,760,,1,1,,Andheri East,2,1,2,200
800,650,450,4,20,,Andheri East,1,0,2,92
1008,720,,,,0,Andheri East,2,0,2,200
1200,1000,800,10,1,2,Andheri East,2,0,2,254
